,Symbol,Data_Found,Price,Short_MA,Long_MA,RSI,RSI_Signal,ROC,MACD,Signal_Line,Stoch_K,Stoch_D,Bandwidth,Hist_Low_BW,Volume,Vol_Short,Vol_Long,Status,setup_type,Summary,Trend_OK,RSI_OK,Squeeze_OK,MACD_OK,vol_rising,Issue
3473,SIMBHALS,False,,,,,,,,,,,,,,,,,,,,,,,,138173956
3474,SIMMOND,True,116.0,136.45,137.44,25.8,26.6,-9.06,-6.64,-5.09,21.62,22.69,32.93,5.0,5301.0,8583.40392161584,9835.683503646755,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3475,SIMPLEXCAS,True,550.0,502.29,395.54,51.49,59.45,-2.96,17.29,22.05,37.45,39.33,13.57,6.03,13217.0,18535.403635572784,24011.04168901121,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
3476,SIMPLEXINF,True,278.0,283.88,289.25,36.64,38.89,-4.52,-3.91,-2.18,43.59,22.52,15.12,7.98,137502.0,109222.76771507559,148670.7075472226,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3477,SIMPLXMIL,False,,,,,,,,,,,,,,,,,,,,,,,,136452612
3478,SIMPLXPAP,False,,,,,,,,,,,,,,,,,,,,,,,,136452868
3479,SIMPLXREA,False,,,,,,,,,,,,,,,,,,,,,,,,128826628
3480,SIMRAN,True,185.9,166.46,169.3,64.95,46.99,13.49,3.34,2.92,82.4,79.67,10.69,3.36,19333.0,8497.820893181335,4952.6089995865905,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3481,SINCLAIR,True,84.9,90.68,96.48,45.45,39.26,0.75,-2.14,-2.53,53.45,54.34,9.55,5.1,23079.0,41377.42478026375,50144.328152285474,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3482,SINDHUTRAD,True,22.71,24.32,24.34,40.49,43.86,-4.1,-0.42,-0.42,20.29,20.2,6.58,5.79,291569.0,585374.1077964506,1003005.0407100659,FAIL,NONE,Downtrend | Low RSI | MACD Wait | Vol Trend Weak,False,False,True,False,False,
3483,SINGER,True,71.9,76.46,75.41,37.32,32.24,-0.22,-2.0,-1.99,38.9,21.5,21.31,9.73,80089.0,57628.351974596546,73673.71633343029,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3484,SINNAR,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3485,SINTERCOM,True,115.95,117.95,126.46,49.93,50.02,-1.32,-0.43,-0.76,34.7,33.69,8.66,3.93,477.0,35417.69003948525,34589.55189274832,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3486,SIPL,True,15.89,16.18,16.07,39.53,43.03,3.59,-0.29,-0.32,46.21,47.59,15.43,9.98,1.0,63.00754562292024,419.42774110756073,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3487,SIPTL,True,0.34,0.35,0.46,50.0,39.38,-2.86,-0.01,-0.01,71.43,76.19,14.5,2.13,2766255.0,3992558.267033977,4593363.559478142,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
3488,SIRCA,True,469.0,499.65,428.34,15.7,36.96,-8.67,-6.49,-0.13,8.44,15.11,14.06,4.82,244492.0,319881.83549220086,364515.1048027147,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3489,SIS,True,327.5,335.74,349.34,51.28,47.09,-1.21,-2.32,-2.34,27.68,26.97,7.01,2.25,26081.0,154479.4400847475,144933.81259896574,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3490,SITAENT,True,150.0,164.96,160.81,41.76,31.85,-8.26,-6.9,-5.73,51.92,32.47,21.97,8.31,3017.0,1903.0564754953994,1601.5601510174547,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3491,SITINET,True,0.49,0.49,0.55,,,0.0,-0.0,-0.0,,,0.0,0.0,668.0,13893.030123242324,32771.90608643541,FAIL,NONE,Downtrend | Low RSI | MACD Wait | Vol Trend Weak,False,False,True,False,False,
3492,SIYSIL,True,668.0,722.1,723.13,25.51,26.69,-9.42,-22.33,-11.93,19.21,10.79,25.26,6.96,73808.0,65635.9828118411,107764.59611013415,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3493,SIZEMASTER,True,186.75,163.78,146.53,36.61,61.91,8.01,12.58,13.38,31.16,38.66,52.18,11.19,1119.0,648.3054222902529,1672.2968676036032,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
3494,SJCORP,False,,,,,,,,,,,,,,,,,,,,,,,,129125892
3495,SJS,True,1699.0,1615.3,1370.79,40.24,39.54,-0.02,13.32,23.86,44.61,27.71,8.54,6.11,155321.0,113993.2495026091,143066.5377907892,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
3496,SJVN,True,74.9,83.55,93.52,28.4,19.47,-3.83,-3.27,-2.94,39.42,15.15,17.44,2.93,5592404.0,4054329.550608699,2947052.747488103,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3497,SKCIL,True,188.0,204.62,186.75,36.8,23.1,3.41,-13.05,-13.5,52.77,37.76,49.43,5.76,2781.0,11571.763300689112,22444.10999239815,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3498,SKFINDIA,True,1824.0,2603.85,3794.51,21.91,22.82,-6.35,-202.01,-248.83,17.46,12.25,13.84,4.56,63775.0,70816.14083819701,56176.14640673405,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
3499,SKFINDUS,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3500,SKIL,False,,,,,,,,,,,,,,,,,,,,,,,,138204420
3501,SKILVEN,False,,,,,,,,,,,,,,,,,,,,,,,,137963268
3502,SKIPPER,True,440.05,490.96,506.68,21.12,32.07,-5.74,-16.17,-13.1,21.86,10.38,15.46,4.54,176739.0,182364.5255753473,194116.6563662687,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3503,SKMEGGPROD,True,415.0,390.33,316.05,50.53,47.06,-2.19,3.53,9.31,48.59,21.77,13.57,8.97,141069.0,119660.19073897049,122013.41269407558,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
3504,SKPMIL,True,104.95,80.87,59.67,81.66,63.89,30.96,4.18,1.69,99.42,98.73,39.29,8.42,2356.0,1990.5723904227405,1706.3786088082102,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
3505,SKPSEC,True,112.95,115.61,132.05,43.46,44.0,-4.48,-0.67,-0.11,50.62,44.27,8.74,5.94,2314.0,1362.6689369133906,1625.7432684507035,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3506,SKRABUL,False,,,,,,,,,,,,,,,,,,,,,,,,136065540
3507,SKYGOLD,True,327.1,333.81,335.56,30.41,36.75,-3.07,-3.04,-0.25,32.18,20.47,13.21,6.7,578353.0,580972.0524118263,766058.1288897552,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3508,SKYIND,True,90.06,91.84,101.79,42.08,45.93,-2.11,-0.43,-0.43,40.64,46.51,5.99,4.78,798.0,1845.12760785415,2271.105194494645,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3509,SKYLMILAR,True,23.25,26.47,24.15,39.59,44.25,-6.93,-1.0,-0.96,5.15,27.22,14.68,7.1,1903.0,9600.112439036368,20292.077326500355,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3510,SLSTLQ,True,32.0,36.15,38.34,38.14,44.21,-7.25,-1.11,-0.78,0.5,0.69,20.36,9.51,7.0,49.75003444725495,169.78964278092417,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3511,SMARTFIN,True,9.04,10.03,12.21,35.35,19.96,-0.33,-0.34,-0.39,38.24,32.6,15.04,4.12,6302.0,9757.337772145824,13200.070774914151,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3512,SMARTLINK,True,131.56,137.5,152.38,47.7,49.33,-0.75,-0.8,-1.02,23.7,40.01,4.93,4.03,8452.0,4483.611666629194,8613.1213817134,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3513,SMARTWORKS,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3514,SMCGLOBAL,True,74.0,66.42,67.32,70.47,46.85,27.41,1.19,-0.56,85.01,79.98,34.73,4.21,596051.0,1537756.0882505013,994866.5480964233,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3515,SMCREDT,False,,,,,,,,,,,,,,,,,,,,,,,,136227332
3516,SMFIL,True,4.73,5.11,5.74,35.85,36.99,-3.47,-0.1,-0.08,21.67,36.61,11.86,7.57,1210.0,13133.970551452907,16333.071288515168,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3517,SMGOLD,True,13.12,14.12,15.95,30.0,32.02,-6.08,-0.25,-0.21,8.05,18.9,9.36,3.03,5061.0,5689.886114509354,7923.070256872623,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3518,SML,False,,,,,,,,,,,,,,,,,,,,,,,,138080772
3519,SMLMAH,True,3639.7,3176.13,2753.06,80.04,69.25,28.59,123.79,45.88,100.0,83.86,37.36,9.05,64226.0,84343.46852026274,68703.5257101065,MATCH,Momentum Play,READY! Perfect Setup,True,True,False,True,True,
3520,SMLT,True,90.4,100.54,116.24,29.99,30.05,-7.27,-2.74,-1.86,24.36,10.13,15.41,5.92,9393.0,10921.687362426359,24412.71431186594,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3521,SMRUTHIORG,True,125.65,128.52,127.34,46.52,43.61,-1.02,-1.48,-1.08,51.0,31.12,9.61,6.93,1304.0,2730.7315218837907,3273.863278247824,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3522,SMSPHARMA,True,329.5,291.05,261.47,72.43,65.78,20.45,10.56,8.29,91.53,79.07,25.66,7.19,437882.0,701273.1033080581,1201470.6405400608,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
3523,SMTEL,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3524,SNIM,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3525,SNL,True,378.0,381.98,385.93,43.01,42.43,1.12,-1.7,-2.06,35.79,38.26,7.36,2.8,1691.0,1174.700248275673,1257.1264350418223,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3526,SNLFPP,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3527,SNOWMAN,True,41.0,47.23,54.31,25.25,23.25,-4.58,-2.18,-2.07,18.59,9.79,20.27,5.5,181652.0,224688.73491627563,243377.67728777463,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3528,SOBHA,True,1431.7,1545.01,1510.82,27.78,34.63,-7.57,-21.96,-9.72,9.65,16.21,11.21,8.68,535625.0,270823.2379130968,158137.3734859875,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3529,SOBME,True,913.55,902.2,688.88,45.69,51.76,0.19,-0.38,0.4,84.44,73.39,2.84,0.33,902.0,750.9484535849346,661.4435105277871,FAIL,NONE,Low RSI | No Squeeze | MACD Wait,True,False,False,False,True,
3530,SODFC,True,114.0,111.61,109.45,57.81,61.08,9.51,1.11,0.47,69.98,57.79,18.33,9.81,443.0,1242.1003412044652,2477.868325572446,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
3531,SOFCOM,True,45.0,53.24,65.75,39.28,40.33,-9.46,-2.69,-2.56,28.62,16.57,29.5,10.18,147744.0,156493.40224709007,142712.05285664956,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3532,SOFTRAKV,True,2.4,2.49,2.54,42.02,34.27,-0.41,-0.11,-0.1,42.11,30.7,28.74,15.55,44763.0,76038.40861010423,125489.29453691684,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3533,SOFTSOL,True,229.8,236.73,246.02,42.02,45.48,-0.09,-2.23,-2.15,45.22,45.44,9.89,6.89,77.0,220.2896172434026,437.4279167303283,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3534,SOFTTECH,True,320.0,346.3,370.28,46.4,48.66,-3.15,-8.59,-7.65,32.18,23.57,16.66,5.36,10982.0,7904.518539311552,7991.805725543838,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3535,SOLARA,True,605.5,574.09,600.98,59.95,39.78,15.73,-5.94,-13.53,84.89,64.54,18.15,5.77,3816065.0,1429782.395841955,549816.0132644675,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3536,SOLARAPP1,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3537,SOLARINDS,True,12594.0,13640.05,13521.48,26.32,32.16,-5.07,-315.03,-225.37,20.76,10.75,14.33,2.79,126933.0,95573.58934665986,97486.47023593236,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3538,SOLARWORLD,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3539,SOLEX,True,1473.0,1617.23,1410.77,25.03,46.61,-23.18,-31.32,18.29,8.95,4.67,35.77,7.94,58489.0,50709.09263660009,57824.38143998445,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3540,SOLIDSTON,True,30.0,33.38,34.2,24.75,30.52,-9.09,-0.97,-0.58,14.31,17.75,18.35,6.39,1541.0,2924.9168907005414,2235.5834369864733,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3541,SOLIMAC,True,104.25,115.88,126.16,40.71,43.26,-9.39,-2.42,-1.93,13.27,19.66,11.52,4.83,2017.0,1619.6623432699635,1540.207901490077,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3542,SOMANYCERA,True,420.0,444.91,495.64,27.67,24.22,-1.28,-9.02,-8.43,35.2,23.62,11.23,4.61,17668.0,15730.847039958247,17116.06249675019,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3543,SOMAPPR,False,,,,,,,,,,,,,,,,,,,,,,,,Insufficient Data
3544,SOMATEX,True,108.75,114.59,81.95,0.0,24.48,-18.23,-2.17,2.12,0.0,0.0,35.31,6.53,6278.0,3315.211954745092,7554.904757581155,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3545,SOMICONVEY,True,129.0,141.56,154.66,40.21,34.42,1.78,-4.62,-4.28,17.85,23.1,25.95,6.76,10530.0,19896.368485312687,18985.31921846179,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3546,SONACOMS,True,480.0,480.47,492.16,30.9,55.37,-4.25,3.88,8.21,8.97,18.54,7.95,3.47,1507510.0,1223968.3543590237,1602403.5046518696,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3547,SONAL,True,97.1,98.2,101.35,51.78,55.46,-3.08,1.34,1.15,30.47,40.78,25.64,5.06,451.0,5789.991172410478,11197.114911059973,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3548,SONALAD,True,45.0,48.75,52.32,36.01,47.62,-7.69,-0.46,-0.01,15.31,21.57,13.46,6.11,844.0,834.1257632028073,889.2588831440299,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3549,SONAMLTD,True,43.0,43.35,48.39,61.46,74.07,-2.32,0.74,0.75,35.06,49.9,20.71,6.05,71684.0,79187.95143022825,84489.04256349408,FAIL,NONE,Downtrend | No Squeeze | MACD Wait | Vol Trend Weak,False,True,False,False,False,
3550,SONATSOFTW,True,349.8,366.53,410.61,34.19,37.35,-2.28,-3.72,-2.94,16.11,27.83,12.21,4.74,493105.0,1131650.5516168356,1219637.0282345912,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3551,SOTL,True,367.1,384.76,419.41,42.73,37.16,0.31,-7.31,-7.02,56.44,33.63,12.09,2.36,20050.0,17848.26687118809,19165.090516555538,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3552,SOURCEIND,False,,,,,,,,,,,,,,,,,,,,,,,,133385220
3553,SOURCENTRL,True,135.0,139.54,155.15,43.46,44.08,2.12,-2.12,-2.08,39.51,34.14,10.1,6.66,429.0,482.218590497367,829.3364000616248,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3554,SOUTHBANK,True,39.62,36.8,31.44,42.1,53.16,2.51,0.8,1.0,51.08,44.18,8.69,4.39,30436760.0,26970564.731409624,35687838.29235192,FAIL,NONE,Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,True,False,False,False,False,
3555,SOUTHERNIN,False,,,,,,,,,,,,,,,,,,,,,,,,138284548
3556,SOUTHMG,True,89.59,106.47,143.69,19.51,20.39,-11.3,-5.89,-4.79,9.96,15.82,41.58,10.18,0.0,824.7848772804672,1811.7289022255306,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3557,SOUTHWEST,True,198.0,175.13,151.83,51.66,57.8,2.09,9.67,12.02,23.52,24.61,21.25,7.6,6673.0,22063.170251817013,36500.8562549027,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
3558,SOUTLAT,True,51.33,66.18,46.39,0.0,8.57,-34.24,-4.73,-0.97,0.0,0.0,66.12,16.85,157.0,379.9158907845046,892.9881076371687,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3559,SOVERDIA,True,22.67,26.74,35.21,38.83,42.65,-6.82,-0.93,-0.9,19.76,24.05,16.98,5.31,3626.0,2739.965081218451,2779.01517094345,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3560,SPACAPS,False,,,,,,,,,,,,,,,,,,,,,,,,138848260
3561,SPACEINCUBA,True,2.8,2.25,2.18,100.0,84.41,26.7,0.18,0.12,100.0,100.0,67.32,10.15,124836.0,191696.5940548534,136085.32078973303,FAIL,NONE,No Squeeze,True,True,False,True,True,
3562,SPAL,True,712.35,749.65,782.47,20.1,48.98,-7.76,0.79,9.83,11.97,11.52,15.51,5.83,56583.0,59244.21985199042,63520.50761175325,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3563,SPANDANA,True,258.3,258.14,271.29,31.32,48.85,-4.1,0.51,2.37,31.17,19.82,16.17,6.53,177872.0,208711.93580708862,385372.20191369683,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3564,SPAR,True,5.8,6.09,7.63,47.0,31.86,-0.85,-0.2,-0.2,47.45,32.1,26.26,8.27,31706.0,27263.61743720629,24249.568262607267,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3565,SPARC,True,142.15,138.58,151.29,58.4,63.06,7.02,3.45,2.57,26.08,33.06,25.89,4.83,7607348.0,21954548.93923739,16566327.53981155,FAIL,NONE,Downtrend | No Squeeze,False,True,False,True,True,
3566,SPARKLEGR,True,81.0,86.1,87.57,63.23,42.56,15.53,-3.39,-5.14,82.59,72.78,34.81,4.46,118.0,524.2224003755432,1142.6689842757353,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3567,SPCAPIT,True,54.53,58.36,54.58,36.21,45.96,-5.18,-0.99,-0.51,23.89,34.55,12.94,8.8,650.0,987.780807049999,1682.371876327966,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3568,SPECFOOD,True,15.79,17.65,21.96,37.96,30.11,0.38,-0.59,-0.63,47.39,40.77,17.83,7.01,5516.0,14364.955059912898,19475.46685975386,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3569,SPECIALITY,True,116.65,128.84,133.74,29.21,40.67,-6.43,-4.26,-3.43,8.34,7.24,16.46,3.17,39023.0,48253.185729420424,51647.50375030261,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3570,SPECTRA,True,5.42,4.99,4.77,58.33,52.02,5.24,0.06,0.04,98.41,85.52,10.8,7.13,376.0,204.34839059311378,316.5409127236638,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
3571,SPECTRUM,True,1150.0,1329.9,1551.04,33.64,33.51,-4.17,-69.59,-53.14,26.22,12.95,46.62,7.66,4120.0,4617.0245172321,7302.852175462836,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3572,SPELS,True,167.4,179.03,163.85,50.36,48.68,9.38,-3.44,-5.02,37.06,44.34,22.23,5.66,10656.0,27231.19168196357,48072.33977597013,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3573,SPENCERS,True,41.51,48.72,59.85,29.24,36.95,-9.39,-2.13,-1.97,20.27,14.31,16.52,4.2,84101.0,79294.112960019,93595.23550036068,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3574,SPENTA,True,94.18,99.2,119.5,47.27,34.91,2.43,-3.19,-3.61,39.0,26.65,27.83,11.36,1.0,114.10299553255616,406.69148220298183,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3575,SPIC,True,80.5,88.91,88.85,26.07,30.49,-4.99,-2.61,-2.2,21.12,14.2,16.25,4.42,658401.0,510192.470798545,478293.2926966272,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3576,SPICEISLIN,True,95.7,88.72,68.53,63.82,70.45,0.84,2.45,2.64,38.15,44.8,13.44,6.41,2595.0,8475.49203288128,9735.44678815077,FAIL,NONE,No Squeeze | MACD Wait | Vol Trend Weak,True,True,False,False,False,
3577,SPICEJET,True,34.45,34.06,39.55,41.51,36.32,6.29,-0.71,-0.6,57.39,33.75,24.75,7.48,35989073.0,29323935.241014548,15270850.624764754,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3578,SPICELOUNG,True,50.21,50.35,35.02,34.79,48.44,-19.15,0.4,1.68,17.11,27.24,43.0,12.12,15195.0,144341.89321036162,164675.30317156893,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3579,SPLIL,True,37.1,39.1,42.39,29.74,37.6,-4.8,-0.61,-0.41,6.27,4.41,10.91,4.66,1923.0,5752.357364835921,20354.883344259637,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3580,SPLPETRO,True,672.8,701.23,734.71,62.71,45.91,1.0,-21.18,-26.65,80.57,39.36,9.98,5.26,125818.0,65555.99943007287,75431.54585330805,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3581,SPMLINFRA,True,180.02,216.45,228.54,23.62,27.68,-9.32,-10.83,-10.13,10.79,12.21,22.31,10.34,1226729.0,3700303.479299819,1495218.568161828,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3582,SPORTKING,True,86.5,98.1,104.19,24.74,29.45,-7.53,-3.3,-2.38,14.62,6.88,21.47,4.79,101914.0,94956.04862308624,95874.45835579024,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3583,SPRAYKING,True,1.86,1.98,2.86,39.13,43.22,-3.12,-0.02,-0.02,52.38,59.37,4.29,3.44,112990.0,203537.2013058543,306138.7251966713,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3584,SPRIGHT,True,0.72,0.87,3.28,73.33,57.09,26.32,-0.04,-0.07,100.0,100.0,30.22,14.49,23466905.0,19424569.00012565,23635271.32478456,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
3585,SPSL,False,,,,,,,,,,,,,,,,,,,,,,,,136476164
3586,SPTRSHI,True,39.25,36.03,34.23,68.37,70.83,4.0,1.4,1.24,83.04,86.51,25.15,10.1,408.0,883.5036853244738,1112.8495882913314,FAIL,NONE,No Squeeze | Vol Trend Weak,True,True,False,True,False,
3587,SPVGLOBAL,False,,,,,,,,,,,,,,,,,,,,,,,,131128580
3588,SRAMSET,True,361.0,416.51,472.46,31.46,32.29,-9.78,-9.24,-4.44,18.07,16.39,22.27,9.67,17250.0,8081.090350915569,6513.618197951233,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait,False,False,False,False,True,
3589,SRD,True,65.53,69.16,71.66,45.92,37.47,0.18,-0.84,-0.95,49.77,57.62,12.39,5.55,59050.0,53383.673511161265,31825.237020088098,FAIL,NONE,Downtrend | Low RSI | No Squeeze,False,False,False,True,True,
3590,SRDAPRT,False,,,,,,,,,,,,,,,,,,,,,,,,132925956
3591,SREEL,True,226.78,228.69,237.57,40.22,51.08,0.76,-0.06,-0.1,47.43,44.62,6.73,3.63,6369.0,6130.25480125293,6450.764878879344,FAIL,NONE,Downtrend | Low RSI | No Squeeze | Vol Trend Weak,False,False,False,True,False,
3592,SRESTHA,True,0.3,0.36,0.46,28.57,30.13,-14.29,-0.02,-0.02,25.0,27.78,31.44,5.54,2700977.0,6054027.972210869,6471195.318619505,FAIL,NONE,Downtrend | Low RSI | No Squeeze | MACD Wait | Vol Trend Weak,False,False,False,False,False,
3593,SRF,True,2894.4,2911.08,2884.45,60.21,49.38,3.6,-19.15,-27.5,65.78,53.12,6.43,4.86,334929.0,339230.5901242887,467763.04093412677,FAIL,NONE,Downtrend | No Squeeze | Vol Trend Weak,False,True,False,True,False,
